transaction_id,account_number,amount,transaction_type,transaction_mode,description,transaction_date
TXN006567,ACC00000230,15598.69,Debit,NEFT,Loan EMI Payment,2025-01-06 04:27:56
TXN006568,ACC00000230,5592.1,Credit,UPI,Refund,2025-08-18 02:24:59
TXN006569,ACC00000230,3357.12,Debit,UPI,Utility Bill Payment,2025-01-17 23:53:09
TXN006570,ACC00000230,41993.03,Credit,NEFT,Salary Credit,2025-12-27 15:45:21
TXN006571,ACC00000230,4615.25,Credit,NEFT,Interest Credit,2024-11-20 14:09:46
TXN006572,ACC00000230,2536.11,Credit,NEFT,Interest Credit,2025-04-20 06:07:45
TXN006573,ACC00000230,3673.12,Debit,UPI,Utility Bill Payment,2025-05-18 23:21:20
TXN006574,ACC00000230,651.88,Debit,UPI,Grocery,2025-05-06 21:16:36
TXN006575,ACC00000230,4735.69,Debit,UPI,Online Shopping,2026-04-21 02:12:42
TXN006576,ACC00000230,63260.36,Debit,NEFT,Investment in Mutual Funds,2025-11-16 07:53:58
TXN006577,ACC00000230,8118.21,Debit,UPI,Utility Bill Payment,2025-02-18 16:45:12
TXN006578,ACC00000230,5563.96,Credit,UPI,Refund,2025-02-23 10:55:06
TXN006579,ACC00000230,35145.35,Debit,NEFT,Insurance Premium Payment,2024-12-09 19:53:00
TXN006580,ACC00000230,97882.35,Credit,NEFT,Salary Credit,2025-12-05 23:49:01
TXN006581,ACC00000230,15055.61,Debit,NEFT,Investment in Mutual Funds,2024-11-10 11:59:28
TXN006582,ACC00000230,20722.42,Debit,NEFT,Loan EMI Payment,2026-02-15 22:04:05
TXN006583,ACC00000230,6060.57,Debit,ATM,ATM Withdrawal,2026-05-03 07:30:15
TXN006584,ACC00000230,44472.46,Debit,NEFT,Investment in Mutual Funds,2026-04-11 00:49:50
TXN006585,ACC00000230,36768.99,Debit,ATM,ATM Withdrawal,2026-03-04 12:07:36
TXN006586,ACC00000230,52583.13,Debit,NEFT,Investment in Mutual Funds,2024-11-07 07:29:14
TXN006587,ACC00000230,122890.01,Credit,NEFT,Salary Credit,2025-10-04 21:32:17
TXN006588,ACC00000230,10698.19,Debit,UPI,Restaurant Payment,2024-11-28 13:01:18
TXN006589,ACC00000230,44241.06,Debit,NEFT,Insurance Premium Payment,2026-01-21 09:26:29
TXN006590,ACC00000230,79115.7,Credit,NEFT,Salary Credit,2025-02-16 22:07:50
TXN006591,ACC00000230,7260.07,Debit,NEFT,Investment in Mutual Funds,2025-05-31 02:03:31
TXN006592,ACC00000230,25401.94,Debit,UPI,Online Shopping,2024-10-18 15:44:05
TXN006593,ACC00000230,3003.36,Debit,NEFT,Insurance Premium Payment,2024-10-08 21:00:52
TXN006594,ACC00000230,1753.48,Credit,UPI,Refund,2026-01-30 09:53:18
TXN006595,ACC00000230,9573.35,Debit,UPI,Restaurant Payment,2025-04-30 00:20:09
TXN006596,ACC00000231,2369.92,Debit,UPI,Restaurant Payment,2025-04-14 05:04:41
TXN006597,ACC00000231,4954.24,Credit,NEFT,Interest Credit,2026-01-24 15:05:48
TXN006598,ACC00000231,32874.79,Debit,NEFT,Loan EMI Payment,2024-12-09 03:11:48
TXN006599,ACC00000231,33393.36,Debit,UPI,Online Shopping,2025-05-30 11:33:26
TXN006600,ACC00000231,422.81,Credit,NEFT,Interest Credit,2024-12-29 13:21:55
TXN006601,ACC00000231,13525.3,Debit,NEFT,Insurance Premium Payment,2025-04-23 19:36:47
TXN006602,ACC00000231,12466.64,Debit,NEFT,Insurance Premium Payment,2026-03-26 08:36:54
TXN006603,ACC00000231,28488.2,Debit,NEFT,Investment in Mutual Funds,2024-10-27 21:26:31
TXN006604,ACC00000231,12235.76,Debit,UPI,Grocery,2026-01-24 15:08:55
TXN006605,ACC00000231,39617.02,Debit,ATM,ATM Withdrawal,2025-02-15 17:17:59
TXN006606,ACC00000231,5146.59,Debit,NEFT,Insurance Premium Payment,2025-11-16 23:19:07
TXN006607,ACC00000231,48254.5,Debit,NEFT,Insurance Premium Payment,2025-02-22 10:41:31
TXN006608,ACC00000231,17544.72,Debit,UPI,Grocery,2026-04-23 00:59:39
TXN006609,ACC00000231,1258.84,Credit,UPI,Refund,2024-07-31 04:44:59
TXN006610,ACC00000231,23007.32,Debit,ATM,ATM Withdrawal,2025-01-02 10:38:18
TXN006611,ACC00000231,16138.37,Debit,UPI,Online Shopping,2025-05-28 01:33:51
TXN006612,ACC00000231,25546.73,Credit,Cash,Cash Deposit,2025-11-02 12:32:13
TXN006613,ACC00000231,70046.34,Debit,NEFT,Investment in Mutual Funds,2026-01-26 06:54:09
TXN006614,ACC00000231,46570.4,Debit,NEFT,Investment in Mutual Funds,2025-01-21 17:43:12
TXN006615,ACC00000231,49128.76,Credit,NEFT,Salary Credit,2025-07-18 14:47:40
TXN006616,ACC00000231,4089.1,Debit,UPI,Grocery,2026-05-29 19:54:26
TXN006617,ACC00000231,61470.66,Debit,NEFT,Loan EMI Payment,2026-01-07 07:44:08
TXN006618,ACC00000231,38467.44,Debit,ATM,ATM Withdrawal,2025-05-01 13:57:20
TXN006619,ACC00000231,34021.8,Debit,NEFT,Investment in Mutual Funds,2026-05-26 12:27:34
TXN006620,ACC00000231,12614.91,Debit,UPI,Restaurant Payment,2024-08-19 15:15:05
TXN006621,ACC00000231,15513.66,Debit,NEFT,Investment in Mutual Funds,2024-12-31 01:23:23
TXN006622,ACC00000231,24811.82,Credit,Cash,Cash Deposit,2025-11-25 00:15:23
TXN006623,ACC00000231,373.27,Credit,NEFT,Interest Credit,2026-01-22 00:36:53
TXN006624,ACC00000231,59764.31,Debit,NEFT,Investment in Mutual Funds,2024-12-28 00:26:30
TXN006625,ACC00000231,68207.01,Debit,NEFT,Loan EMI Payment,2025-07-10 11:58:41
TXN006626,ACC00000231,8648.53,Credit,Cash,Cash Deposit,2026-02-27 08:35:40
TXN006627,ACC00000231,5472.05,Debit,UPI,Restaurant Payment,2025-10-20 12:22:06
TXN006628,ACC00000231,56648.97,Debit,NEFT,Investment in Mutual Funds,2025-02-24 21:46:42
TXN006629,ACC00000231,6075.7,Debit,UPI,Grocery,2026-06-28 14:43:14
TXN006630,ACC00000231,24364.28,Credit,Cash,Cash Deposit,2024-11-01 22:36:39
TXN006631,ACC00000231,7334.54,Debit,UPI,Restaurant Payment,2024-08-31 11:56:22
TXN006632,ACC00000231,41091.49,Credit,Cash,Cash Deposit,2025-09-10 18:46:10
TXN006633,ACC00000231,15815.82,Debit,UPI,Online Shopping,2025-09-06 14:00:43
TXN006634,ACC00000231,6081.39,Debit,NEFT,Loan EMI Payment,2026-04-16 14:44:55
TXN006635,ACC00000231,7939.71,Debit,UPI,Grocery,2026-01-03 13:24:41
TXN006636,ACC00000231,90519.77,Credit,NEFT,Salary Credit,2026-03-18 15:19:41
TXN006637,ACC00000231,1250.41,Credit,NEFT,Interest Credit,2026-04-12 16:31:42
TXN006638,ACC00000231,12822.7,Debit,NEFT,Insurance Premium Payment,2024-09-09 13:04:43
TXN006639,ACC00000231,40618.62,Debit,UPI,Online Shopping,2024-10-05 10:05:39
TXN006640,ACC00000231,98107.46,Debit,NEFT,Loan EMI Payment,2025-02-28 04:19:22
TXN006641,ACC00000231,5201.45,Debit,UPI,Grocery,2026-01-02 12:40:41
TXN006642,ACC00000231,3219.77,Debit,UPI,Grocery,2025-03-19 07:58:37
TXN006643,ACC00000231,1964.64,Credit,UPI,Refund,2026-05-30 19:58:47
TXN006644,ACC00000231,5331.94,Debit,UPI,Utility Bill Payment,2026-02-06 04:01:49
TXN006645,ACC00000231,11706.87,Debit,NEFT,Loan EMI Payment,2026-02-17 12:18:53
TXN006646,ACC00000232,34529.25,Debit,NEFT,Loan EMI Payment,2025-07-17 11:36:15
TXN006647,ACC00000232,16280.98,Debit,UPI,Restaurant Payment,2026-03-12 10:13:56
TXN006648,ACC00000232,9483.3,Debit,UPI,Grocery,2026-07-16 07:15:23
TXN006649,ACC00000232,2637.78,Credit,NEFT,Interest Credit,2024-12-20 18:31:11
TXN006650,ACC00000232,52253.37,Credit,NEFT,Salary Credit,2026-06-24 12:20:42
TXN006651,ACC00000232,8950.33,Debit,UPI,Grocery,2026-06-21 16:54:45
TXN006652,ACC00000232,22249.14,Debit,NEFT,Investment in Mutual Funds,2025-08-08 03:06:31
TXN006653,ACC00000232,16007.36,Debit,UPI,Restaurant Payment,2026-03-04 19:51:31
TXN006654,ACC00000232,42354.58,Debit,UPI,Online Shopping,2024-09-23 11:57:34
TXN006655,ACC00000232,17794.33,Debit,NEFT,Loan EMI Payment,2026-02-02 11:19:33
TXN006656,ACC00000232,7450.92,Debit,UPI,Restaurant Payment,2024-09-09 20:51:42
TXN006657,ACC00000232,3087.74,Debit,UPI,Utility Bill Payment,2025-09-13 08:58:33
TXN006658,ACC00000232,9693.01,Debit,NEFT,Loan EMI Payment,2024-08-12 09:53:44
TXN006659,ACC00000232,41715.33,Debit,ATM,ATM Withdrawal,2026-02-15 13:36:45
TXN006660,ACC00000232,31260.33,Debit,ATM,ATM Withdrawal,2024-08-22 00:05:03
TXN006661,ACC00000232,30528.11,Credit,Cash,Cash Deposit,2025-09-15 11:03:48
TXN006662,ACC00000232,19125.01,Debit,NEFT,Insurance Premium Payment,2026-04-01 03:23:18
TXN006663,ACC00000232,12628.61,Debit,NEFT,Investment in Mutual Funds,2024-08-18 19:24:17
TXN006664,ACC00000232,22669.85,Credit,Cash,Cash Deposit,2026-07-23 16:24:51
TXN006665,ACC00000232,14618.21,Debit,UPI,Restaurant Payment,2025-12-21 19:03:16
TXN006666,ACC00000232,15480.18,Debit,UPI,Restaurant Payment,2025-08-27 07:01:21
TXN006667,ACC00000232,2356.08,Debit,UPI,Grocery,2025-03-26 08:51:40
TXN006668,ACC00000232,6375.43,Credit,UPI,Refund,2026-04-25 10:54:18
TXN006669,ACC00000232,9376.02,Credit,UPI,Refund,2024-12-22 04:24:56
TXN006670,ACC00000232,5489.61,Debit,ATM,ATM Withdrawal,2026-06-01 06:57:07
TXN006671,ACC00000233,7935.3,Credit,UPI,Refund,2024-10-27 12:44:08
TXN006672,ACC00000233,44780.54,Debit,NEFT,Insurance Premium Payment,2026-06-26 03:50:43
TXN006673,ACC00000233,27034.27,Debit,UPI,Online Shopping,2026-01-03 05:57:30
TXN006674,ACC00000233,13846.02,Debit,UPI,Grocery,2026-05-06 18:58:06
TXN006675,ACC00000233,37145.84,Debit,NEFT,Insurance Premium Payment,2026-01-17 21:07:25
TXN006676,ACC00000233,38603.39,Debit,NEFT,Investment in Mutual Funds,2026-03-12 11:03:15
TXN006677,ACC00000233,16244.44,Debit,UPI,Restaurant Payment,2025-01-23 08:01:16
TXN006678,ACC00000233,3325.09,Credit,NEFT,Interest Credit,2025-07-18 05:50:31
TXN006679,ACC00000233,3073.74,Debit,UPI,Utility Bill Payment,2025-01-02 12:34:24
TXN006680,ACC00000233,69469.6,Debit,NEFT,Investment in Mutual Funds,2026-01-18 14:55:38
TXN006681,ACC00000234,41026.93,Debit,NEFT,Loan EMI Payment,2026-04-05 11:48:14
TXN006682,ACC00000234,8827.17,Debit,NEFT,Loan EMI Payment,2025-04-12 10:17:51
TXN006683,ACC00000234,36253.5,Debit,NEFT,Insurance Premium Payment,2026-06-18 05:59:39
TXN006684,ACC00000234,21773.84,Debit,ATM,ATM Withdrawal,2024-10-05 08:51:21
TXN006685,ACC00000234,37586.31,Debit,UPI,Online Shopping,2025-02-04 20:22:39
TXN006686,ACC00000234,8875.4,Debit,ATM,ATM Withdrawal,2025-12-22 19:40:01
TXN006687,ACC00000234,5955.39,Credit,UPI,Refund,2025-02-01 23:31:18
TXN006688,ACC00000234,2190.52,Credit,UPI,Refund,2025-01-18 18:30:08
TXN006689,ACC00000234,33624.15,Debit,NEFT,Investment in Mutual Funds,2025-04-02 04:11:52
TXN006690,ACC00000234,2951.01,Credit,UPI,Refund,2026-03-15 21:02:48
TXN006691,ACC00000234,1092.42,Debit,UPI,Grocery,2025-01-28 05:47:31
TXN006692,ACC00000234,41399.53,Debit,UPI,Online Shopping,2025-05-04 18:29:22
TXN006693,ACC00000234,4370.88,Credit,NEFT,Interest Credit,2024-10-13 14:21:16
TXN006694,ACC00000234,18102.74,Debit,UPI,Restaurant Payment,2025-11-26 04:48:12
TXN006695,ACC00000234,33906.59,Debit,NEFT,Insurance Premium Payment,2025-12-27 00:53:14
TXN006696,ACC00000234,31039.2,Debit,ATM,ATM Withdrawal,2026-03-23 23:50:32
TXN006697,ACC00000234,6283.39,Debit,UPI,Utility Bill Payment,2025-06-21 23:54:27
TXN006698,ACC00000234,594.89,Credit,UPI,Refund,2025-04-10 10:25:11
TXN006699,ACC00000234,32414.16,Debit,NEFT,Loan EMI Payment,2025-01-03 17:06:12
TXN006700,ACC00000234,5522.79,Debit,UPI,Grocery,2024-08-16 14:57:41
TXN006701,ACC00000234,6124.88,Debit,UPI,Utility Bill Payment,2025-11-27 00:11:54
TXN006702,ACC00000234,1102.38,Credit,NEFT,Interest Credit,2026-01-05 08:22:47
TXN006703,ACC00000234,119477.06,Credit,NEFT,Salary Credit,2025-08-08 08:03:18
TXN006704,ACC00000234,12166.2,Debit,UPI,Online Shopping,2025-07-30 16:23:39
TXN006705,ACC00000234,36936.33,Debit,NEFT,Loan EMI Payment,2024-11-25 17:18:29
TXN006706,ACC00000235,11067.96,Debit,ATM,ATM Withdrawal,2025-10-23 02:43:26
TXN006707,ACC00000235,11894.01,Debit,UPI,Grocery,2025-02-07 19:26:20
TXN006708,ACC00000235,12271.96,Debit,UPI,Grocery,2026-06-29 03:45:46
TXN006709,ACC00000235,17492.16,Debit,ATM,ATM Withdrawal,2025-06-11 20:33:47
TXN006710,ACC00000235,13671.74,Debit,UPI,Restaurant Payment,2025-04-14 15:03:20
TXN006711,ACC00000235,44351.32,Credit,Cash,Cash Deposit,2024-12-12 18:24:21
TXN006712,ACC00000235,16933.0,Debit,UPI,Grocery,2024-09-09 03:08:50
TXN006713,ACC00000235,36967.85,Debit,NEFT,Loan EMI Payment,2025-08-02 19:19:51
TXN006714,ACC00000235,27701.13,Credit,Cash,Cash Deposit,2024-09-09 00:29:35
TXN006715,ACC00000235,5890.1,Debit,ATM,ATM Withdrawal,2025-05-09 23:32:34
TXN006716,ACC00000235,19204.85,Debit,UPI,Grocery,2026-06-19 09:15:52
TXN006717,ACC00000235,6288.11,Debit,UPI,Utility Bill Payment,2025-10-18 03:25:01
TXN006718,ACC00000235,91260.45,Debit,NEFT,Loan EMI Payment,2026-06-12 22:11:09
TXN006719,ACC00000235,18410.4,Debit,UPI,Restaurant Payment,2026-02-22 07:29:30
TXN006720,ACC00000235,5746.27,Debit,UPI,Utility Bill Payment,2026-04-04 06:32:44
TXN006721,ACC00000235,125224.13,Credit,NEFT,Salary Credit,2026-02-15 07:54:51
TXN006722,ACC00000235,39294.5,Debit,ATM,ATM Withdrawal,2026-02-08 23:50:24
TXN006723,ACC00000235,727.74,Debit,UPI,Utility Bill Payment,2026-04-14 08:17:39
TXN006724,ACC00000235,131976.21,Credit,NEFT,Salary Credit,2025-01-02 00:49:19
TXN006725,ACC00000235,6725.15,Debit,UPI,Utility Bill Payment,2024-09-20 00:16:34
TXN006726,ACC00000235,8936.88,Debit,UPI,Utility Bill Payment,2025-11-06 01:19:24
TXN006727,ACC00000235,352.18,Credit,NEFT,Interest Credit,2026-06-25 20:36:14
TXN006728,ACC00000235,85102.57,Debit,NEFT,Investment in Mutual Funds,2025-05-23 03:08:24
TXN006729,ACC00000235,48022.27,Debit,NEFT,Insurance Premium Payment,2026-03-31 21:59:52
TXN006730,ACC00000235,24394.33,Debit,NEFT,Insurance Premium Payment,2025-11-27 13:22:42
TXN006731,ACC00000236,8030.02,Debit,UPI,Grocery,2025-03-10 17:15:24
TXN006732,ACC00000236,43571.47,Debit,NEFT,Loan EMI Payment,2024-07-29 06:14:18
TXN006733,ACC00000236,9585.37,Credit,Cash,Cash Deposit,2025-11-23 10:41:51
TXN006734,ACC00000236,34439.55,Credit,Cash,Cash Deposit,2025-12-03 16:07:35
TXN006735,ACC00000236,1818.73,Credit,UPI,Refund,2025-06-09 01:17:15
TXN006736,ACC00000236,3824.59,Credit,NEFT,Interest Credit,2025-01-29 01:47:56
TXN006737,ACC00000236,99713.36,Debit,NEFT,Loan EMI Payment,2025-03-24 06:01:03
TXN006738,ACC00000236,8913.02,Debit,UPI,Grocery,2024-12-27 15:58:14
TXN006739,ACC00000236,23682.72,Debit,NEFT,Investment in Mutual Funds,2025-09-08 06:08:13
TXN006740,ACC00000236,67620.31,Debit,NEFT,Investment in Mutual Funds,2025-04-16 13:40:48
TXN006741,ACC00000236,21504.64,Debit,ATM,ATM Withdrawal,2024-11-05 14:08:29
TXN006742,ACC00000236,11037.62,Debit,UPI,Restaurant Payment,2024-09-01 15:03:25
TXN006743,ACC00000236,14446.9,Credit,Cash,Cash Deposit,2024-09-04 18:34:25
TXN006744,ACC00000236,62800.7,Debit,NEFT,Loan EMI Payment,2025-01-05 16:26:46
TXN006745,ACC00000236,3567.62,Debit,UPI,Grocery,2026-03-01 15:59:11
TXN006746,ACC00000236,91714.0,Debit,NEFT,Investment in Mutual Funds,2024-09-22 21:51:23
TXN006747,ACC00000236,6845.67,Debit,UPI,Restaurant Payment,2026-01-30 20:12:30
TXN006748,ACC00000236,2904.56,Credit,UPI,Refund,2026-06-01 09:14:53
TXN006749,ACC00000236,3251.75,Credit,UPI,Refund,2025-06-14 21:10:26
TXN006750,ACC00000236,4200.73,Debit,UPI,Grocery,2025-11-15 18:35:01
TXN006751,ACC00000236,46864.65,Debit,NEFT,Loan EMI Payment,2025-01-18 06:59:10
TXN006752,ACC00000236,33217.79,Credit,Cash,Cash Deposit,2025-01-13 00:58:56
TXN006753,ACC00000236,49310.05,Credit,Cash,Cash Deposit,2026-02-17 00:30:11
TXN006754,ACC00000236,8332.33,Debit,UPI,Restaurant Payment,2025-04-15 07:07:22
TXN006755,ACC00000236,6635.12,Credit,UPI,Refund,2024-07-30 06:07:16
TXN006756,ACC00000236,14841.25,Debit,UPI,Grocery,2026-06-09 09:39:41
TXN006757,ACC00000236,28130.88,Debit,NEFT,Investment in Mutual Funds,2025-11-29 21:07:20
TXN006758,ACC00000236,4424.52,Debit,ATM,ATM Withdrawal,2025-03-14 01:24:24
TXN006759,ACC00000236,13123.88,Debit,UPI,Grocery,2024-11-01 07:48:42
TXN006760,ACC00000236,1482.59,Credit,NEFT,Interest Credit,2026-06-13 11:47:54
TXN006761,ACC00000236,857.3,Credit,NEFT,Interest Credit,2025-04-15 18:34:33
TXN006762,ACC00000236,7378.51,Debit,UPI,Utility Bill Payment,2025-10-20 03:31:11
TXN006763,ACC00000236,18588.06,Debit,UPI,Restaurant Payment,2024-12-27 02:16:55
TXN006764,ACC00000236,53167.52,Debit,NEFT,Investment in Mutual Funds,2024-08-18 17:04:19
TXN006765,ACC00000236,18757.32,Debit,UPI,Grocery,2025-10-04 01:29:14
TXN006766,ACC00000236,11153.0,Debit,UPI,Grocery,2024-09-01 18:38:38
TXN006767,ACC00000236,23129.96,Debit,NEFT,Insurance Premium Payment,2025-04-05 05:37:53
TXN006768,ACC00000236,3056.76,Credit,Cash,Cash Deposit,2025-01-25 11:02:23
TXN006769,ACC00000236,15588.42,Debit,UPI,Restaurant Payment,2024-08-15 21:54:43
TXN006770,ACC00000236,47040.56,Credit,Cash,Cash Deposit,2024-09-28 14:07:47
TXN006771,ACC00000236,61815.32,Credit,NEFT,Salary Credit,2025-12-01 00:40:29
TXN006772,ACC00000236,6329.12,Debit,NEFT,Loan EMI Payment,2026-06-08 04:05:25
TXN006773,ACC00000236,80469.95,Debit,NEFT,Investment in Mutual Funds,2025-10-23 05:08:45
TXN006774,ACC00000236,87620.21,Debit,NEFT,Loan EMI Payment,2025-08-14 09:31:18
TXN006775,ACC00000236,1272.19,Debit,UPI,Restaurant Payment,2025-10-28 23:30:15
TXN006776,ACC00000236,34193.76,Debit,NEFT,Insurance Premium Payment,2024-11-19 06:59:43
TXN006777,ACC00000236,671.49,Debit,UPI,Grocery,2024-08-13 19:56:58
TXN006778,ACC00000236,9471.82,Debit,UPI,Grocery,2025-06-15 04:58:19
TXN006779,ACC00000236,12868.05,Credit,Cash,Cash Deposit,2026-07-16 15:51:15
TXN006780,ACC00000236,1923.7,Credit,UPI,Refund,2025-02-08 12:40:27
TXN006781,ACC00000237,34344.61,Debit,NEFT,Insurance Premium Payment,2026-06-15 14:57:25
TXN006782,ACC00000237,13890.41,Debit,UPI,Restaurant Payment,2026-07-07 13:42:12
TXN006783,ACC00000237,30575.85,Debit,UPI,Online Shopping,2024-08-06 08:45:37
TXN006784,ACC00000237,6371.61,Debit,UPI,Grocery,2025-02-13 00:25:55
TXN006785,ACC00000237,5349.95,Debit,UPI,Utility Bill Payment,2026-03-25 15:21:45
TXN006786,ACC00000237,85788.05,Debit,NEFT,Investment in Mutual Funds,2024-08-05 01:05:58
TXN006787,ACC00000237,66084.29,Debit,NEFT,Investment in Mutual Funds,2025-02-16 12:47:04
TXN006788,ACC00000237,17468.41,Debit,UPI,Grocery,2025-01-01 23:08:25
TXN006789,ACC00000237,32974.33,Debit,NEFT,Insurance Premium Payment,2025-01-09 12:50:51
TXN006790,ACC00000237,39947.24,Credit,NEFT,Salary Credit,2025-09-01 04:37:06
TXN006791,ACC00000237,84689.21,Debit,NEFT,Investment in Mutual Funds,2024-10-20 20:26:47
TXN006792,ACC00000237,44125.87,Debit,ATM,ATM Withdrawal,2025-01-04 02:07:21
TXN006793,ACC00000237,74852.96,Debit,NEFT,Loan EMI Payment,2025-04-14 11:48:23
TXN006794,ACC00000237,75911.23,Debit,NEFT,Loan EMI Payment,2026-01-01 13:21:49
TXN006795,ACC00000237,32175.12,Debit,ATM,ATM Withdrawal,2026-06-24 10:57:43
TXN006796,ACC00000237,2311.64,Credit,NEFT,Interest Credit,2026-07-02 04:28:14
TXN006797,ACC00000237,35231.67,Debit,NEFT,Investment in Mutual Funds,2025-12-26 17:08:02
TXN006798,ACC00000237,11870.56,Debit,UPI,Restaurant Payment,2026-07-25 02:08:25
TXN006799,ACC00000237,14066.11,Debit,ATM,ATM Withdrawal,2024-09-04 12:08:47
TXN006800,ACC00000237,62695.72,Debit,NEFT,Investment in Mutual Funds,2025-07-11 07:44:19
TXN006801,ACC00000237,38821.6,Debit,NEFT,Insurance Premium Payment,2024-11-17 07:44:32
TXN006802,ACC00000237,408.71,Credit,UPI,Refund,2024-11-09 20:20:03
TXN006803,ACC00000237,7342.01,Debit,UPI,Online Shopping,2025-06-21 06:21:26
TXN006804,ACC00000237,6945.25,Debit,NEFT,Investment in Mutual Funds,2024-11-27 23:21:13
TXN006805,ACC00000237,54281.71,Debit,NEFT,Investment in Mutual Funds,2026-07-14 09:28:40
TXN006806,ACC00000238,18152.9,Debit,UPI,Restaurant Payment,2025-07-30 02:39:03
TXN006807,ACC00000238,2799.26,Debit,ATM,ATM Withdrawal,2024-07-28 13:58:55
TXN006808,ACC00000238,44863.7,Debit,ATM,ATM Withdrawal,2026-07-17 09:54:22
TXN006809,ACC00000238,2067.0,Debit,UPI,Utility Bill Payment,2026-06-09 11:37:29
TXN006810,ACC00000238,5390.72,Credit,UPI,Refund,2026-01-07 07:32:26
TXN006811,ACC00000238,37929.96,Debit,UPI,Online Shopping,2025-03-12 17:28:47
TXN006812,ACC00000238,24011.91,Debit,UPI,Online Shopping,2025-12-15 01:13:14
TXN006813,ACC00000238,1328.22,Debit,UPI,Online Shopping,2026-05-24 07:23:47
TXN006814,ACC00000238,35029.08,Debit,NEFT,Loan EMI Payment,2026-03-23 23:42:28
TXN006815,ACC00000238,2425.45,Credit,UPI,Refund,2025-04-01 18:18:26
TXN006816,ACC00000239,6467.48,Debit,UPI,Grocery,2026-07-02 11:29:34
TXN006817,ACC00000239,19199.02,Debit,UPI,Grocery,2025-06-30 03:34:51
TXN006818,ACC00000239,3420.85,Debit,UPI,Online Shopping,2024-10-21 13:17:32
TXN006819,ACC00000239,238.41,Credit,NEFT,Interest Credit,2025-01-23 00:17:25
TXN006820,ACC00000239,172.09,Credit,NEFT,Interest Credit,2026-01-15 06:32:48
TXN006821,ACC00000239,22301.72,Debit,NEFT,Loan EMI Payment,2026-02-03 21:11:12
TXN006822,ACC00000239,48948.69,Credit,Cash,Cash Deposit,2025-10-20 00:22:52
TXN006823,ACC00000239,31231.88,Debit,NEFT,Insurance Premium Payment,2025-07-15 13:56:49
TXN006824,ACC00000239,3216.31,Credit,NEFT,Interest Credit,2025-06-19 14:40:19
TXN006825,ACC00000239,1576.74,Credit,UPI,Refund,2025-09-18 21:26:19
TXN006826,ACC00000240,150.51,Debit,UPI,Utility Bill Payment,2024-12-17 21:38:25
TXN006827,ACC00000240,5707.02,Debit,UPI,Utility Bill Payment,2026-01-29 01:31:16
TXN006828,ACC00000240,12607.19,Debit,UPI,Grocery,2024-10-15 12:35:29
TXN006829,ACC00000240,1764.32,Credit,NEFT,Interest Credit,2026-05-26 07:41:20
TXN006830,ACC00000240,1924.72,Debit,UPI,Grocery,2026-04-23 09:21:24
TXN006831,ACC00000240,28357.05,Credit,Cash,Cash Deposit,2024-12-14 14:51:13
TXN006832,ACC00000240,10639.43,Credit,Cash,Cash Deposit,2026-03-24 18:15:05
TXN006833,ACC00000240,4748.85,Credit,UPI,Refund,2026-04-13 23:46:19
TXN006834,ACC00000240,45311.73,Debit,NEFT,Insurance Premium Payment,2024-11-26 19:36:15
TXN006835,ACC00000240,168.63,Credit,NEFT,Interest Credit,2024-08-17 20:53:44
TXN006836,ACC00000241,5401.63,Debit,NEFT,Loan EMI Payment,2024-08-10 14:23:50
TXN006837,ACC00000241,8104.06,Credit,UPI,Refund,2025-11-20 12:02:08
TXN006838,ACC00000241,9768.42,Credit,UPI,Refund,2025-11-15 02:22:10
TXN006839,ACC00000241,8494.85,Credit,UPI,Refund,2025-07-22 13:47:11
TXN006840,ACC00000241,15360.88,Debit,UPI,Restaurant Payment,2025-12-20 13:16:27
TXN006841,ACC00000241,19132.75,Debit,NEFT,Insurance Premium Payment,2024-12-25 15:41:24
TXN006842,ACC00000241,85570.02,Credit,NEFT,Salary Credit,2025-08-02 18:48:06
TXN006843,ACC00000241,7021.1,Debit,UPI,Utility Bill Payment,2025-07-02 01:43:46
TXN006844,ACC00000241,9599.53,Debit,UPI,Restaurant Payment,2025-03-02 02:40:39
TXN006845,ACC00000241,17856.16,Debit,UPI,Online Shopping,2025-08-26 17:59:15
TXN006846,ACC00000242,10138.49,Debit,UPI,Restaurant Payment,2025-05-22 09:41:34
TXN006847,ACC00000242,2445.59,Debit,UPI,Utility Bill Payment,2025-12-31 12:54:30
TXN006848,ACC00000242,42528.72,Credit,NEFT,Salary Credit,2025-05-24 13:13:17
TXN006849,ACC00000242,33654.52,Credit,Cash,Cash Deposit,2025-06-12 09:09:33
TXN006850,ACC00000242,5580.01,Debit,UPI,Utility Bill Payment,2025-03-01 17:11:55
TXN006851,ACC00000242,52624.52,Debit,NEFT,Investment in Mutual Funds,2024-10-13 20:04:56
TXN006852,ACC00000242,3989.34,Debit,UPI,Utility Bill Payment,2025-01-09 11:58:42
TXN006853,ACC00000242,6195.4,Credit,UPI,Refund,2025-09-28 23:11:08
TXN006854,ACC00000242,34332.13,Credit,Cash,Cash Deposit,2024-12-23 18:35:31
TXN006855,ACC00000242,576.15,Debit,UPI,Restaurant Payment,2025-09-09 12:41:12
TXN006856,ACC00000243,27771.02,Debit,NEFT,Loan EMI Payment,2026-02-07 22:00:55
TXN006857,ACC00000243,1543.14,Debit,UPI,Grocery,2024-11-24 07:13:00
TXN006858,ACC00000243,5476.42,Credit,UPI,Refund,2024-11-08 14:14:25
