customer_id,customer_name,total_accounts,total_balance,total_transactions,total_credit_amount,total_debit_amount
CUST000424,Faras Menon,2,678961.48,75,596985.6,1351159.77
CUST000425,Jeremiah Raman,1,1562774.17,50,394220.24,1086527.21
CUST000426,Deepa Pathak,1,1284497.39,25,363090.58999999997,601748.49
CUST000428,Sanaya Dasgupta,2,4138450.88,75,753978.94,1141901.03
CUST000429,Wishi Tank,1,550606.04,50,319562.15,971138.78
CUST000430,Robert Patla,2,4435021.93,75,606367.69,1255559.06
CUST000432,Ikshita Nadig,1,4839666.57,50,750456.16,1034099.4600000001
CUST000433,Yutika Pau,2,5279950.78,50,753385.33,752567.3099999999
CUST000434,Thomas Aggarwal,1,318927.49,25,664614.36,316838.31
CUST000435,Praneel Mitter,1,1795782.55,25,171489.97999999998,250608.92
CUST000436,Om Swaminathan,1,1646878.01,50,287107.2,1113334.5
CUST000437,Zarna Cheema,1,1342662.0,25,267373.96,700569.51
CUST000438,Girindra Dara,3,6621920.199999999,85,1519111.39,1318546.51
CUST000439,Omisha Anand,0,0.0,0,0.0,0.0
CUST000440,Neel Shukla,2,761795.31,75,809515.39,1251158.23
CUST000441,Urvi Ravi,0,0.0,0,0.0,0.0
CUST000442,Hritik Sekhon,1,1605446.94,25,108313.75,697388.6
CUST000443,Irya Misra,1,4173314.3,25,234835.99000000002,347390.56
CUST000445,Jagdish Vohra,1,148928.64,25,90175.61,559422.56
CUST000446,Jalsa Naidu,1,1594078.11,50,400972.85,857875.01
CUST000447,Siddharth Sandal,2,1505708.3299999998,75,388672.46,1507468.06
CUST000448,Unni Patla,1,1748846.56,25,131103.78,567059.14
CUST000449,Kavya Kapadia,1,3790472.79,25,215019.38999999998,361965.67
CUST000450,Eshana Wagle,2,2468090.64,50,197251.76,975374.1499999999
CUST000451,Siddharth Johal,1,4768485.15,10,49055.96,221035.68
CUST000452,Ekta Chopra,2,1355187.3299999998,60,315761.51,903139.31
CUST000453,Kavya Master,2,1040767.9299999999,75,706079.7,1259726.43
CUST000454,Ekani Talwar,1,3671483.58,50,589483.46,883668.74
CUST000455,Xalak Chawla,1,1130326.58,25,36687.62,383959.63
CUST000456,Yash Din,3,3941980.51,150,1327817.3800000001,2499773.3
CUST000457,Bhavika Dhawan,1,438358.14,10,16184.869999999999,133548.16
CUST000458,Teerth Ganesan,1,1508723.91,25,370253.29000000004,509286.69
CUST000460,Anvi Cherian,1,65175.38,25,43757.869999999995,638894.22
CUST000464,Liam Bir,0,0.0,0,0.0,0.0
CUST000465,Jagvi Prashad,2,1561922.21,60,658133.54,1375022.49
CUST000466,Forum Muni,3,5897262.01,85,1092405.77,1392812.29
CUST000467,Ubika Deshpande,1,249375.6,50,697091.9,813637.14
CUST000468,Zinal Dara,1,1963377.78,25,349076.94,385757.93
CUST000469,Sara Chowdhury,1,1354932.55,10,51470.909999999996,114037.06999999999
CUST000470,Kamya Mittal,1,1160766.99,10,98346.47,223753.66
CUST000471,Saksham Sule,1,40024.75,25,294089.35,575127.64
CUST000472,Osha Patil,0,0.0,0,0.0,0.0
CUST000473,Shaurya Krishnan,1,127269.21,50,630479.2,743100.06
CUST000474,Janaki Raman,1,1517800.45,10,138508.54,170534.08
CUST000475,Fariq Kumar,1,2886783.41,50,474568.95999999996,790064.23
CUST000476,Tanish Bora,1,479993.79,25,271479.98,354562.12
CUST000477,Ria Mahal,3,6194363.34,125,920787.42,2454979.91
CUST000478,Aarnav Kalita,2,5488255.84,75,929066.28,1138931.01
CUST000479,Megha Chaudhary,1,351631.72,25,255798.65,517483.24
CUST000480,Aadhya Mukhopadhyay,1,79759.21,25,209858.62,373316.0
CUST000481,Aarush Shere,1,1097354.67,25,54933.17,401259.58
CUST000482,Ojasvi Shukla,3,1535655.27,60,571058.05,1127903.26
CUST000484,Warda Srivastava,3,3446392.8,85,741708.85,1268909.93
CUST000485,Isha Lall,2,4058013.21,75,1059468.17,872505.24
CUST000486,Reyansh Swamy,2,641254.06,50,179353.38,898990.1
CUST000487,Aarnav Viswanathan,1,156502.15,25,116191.62999999999,421897.07999999996
CUST000488,Pushti Mannan,1,1415015.38,50,262532.46,535050.4
CUST000489,Theodore Deep,1,591494.83,25,121795.49,333673.91
CUST000491,Maya Batra,2,790372.21,35,498606.17,453574.77999999997
CUST000492,Meera Pai,1,403589.78,25,409686.07,434607.21
CUST000493,Bhavika Oommen,1,4753604.17,25,264026.45,364170.17
CUST000494,Edhitha Parekh,1,4943866.98,10,128300.72,120858.1
CUST000495,Udyati Nanda,2,1443803.0699999998,100,1027259.53,1550733.5
CUST000497,Pooja Palla,2,1028308.59,75,846250.42,1244796.84
CUST000498,Oni Sridhar,2,5195908.72,35,636726.7,428366.58
CUST000499,Ojasvi Borah,1,8574.68,10,129637.66,246145.34999999998
CUST000500,Amara Rajagopalan,2,2073967.8399999999,75,529263.96,1637670.75
CUST000501,Zaitra Bora,1,4328270.47,50,308337.96,939885.0
CUST000503,Widisha Mohan,1,1926525.91,25,210536.69,232934.97
CUST000504,Nathan Oak,3,5332975.619999999,60,1073942.25,1040411.09
CUST000505,Indali Soni,2,2638156.1900000004,50,476953.24,1204465.2
CUST000506,Nicholas Nagy,2,683700.1399999999,50,418927.14,856826.14
CUST000507,Balhaar Gandhi,2,3706187.8499999996,75,925319.4700000001,1474901.36
CUST000508,Siddharth Koshy,2,567840.05,75,486952.57999999996,1255536.68
CUST000509,Charita Zacharia,1,3022423.78,50,148846.77,665495.92
CUST000510,Falguni Pant,1,790183.87,10,199939.21,161087.47
CUST000511,Ranveer Nath,2,4634368.8100000005,35,390308.91,504513.18
CUST000512,Gaurang Bora,1,1313446.68,25,29844.36,551531.7
CUST000513,Yashodhara Garde,1,341554.85,50,756950.5599999999,822745.84
CUST000514,Akshay Chana,1,506434.62,25,418658.99,140116.48
CUST000515,Mahika Krish,2,1267082.52,50,502416.45,832303.6799999999
CUST000516,Atharv Bhandari,1,1431517.37,10,192643.63,163452.88999999998
CUST000517,Yash Subramaniam,1,1579673.15,25,327602.41,425649.23
CUST000518,Hema Nagar,0,0.0,0,0.0,0.0
CUST000519,Eesha Rajan,1,76380.14,50,649290.42,966272.67
CUST000520,Isaac Mukhopadhyay,1,1727879.98,25,567333.87,391784.2
CUST000522,Ekapad Dewan,1,4457413.1,50,439577.24,765572.06
CUST000523,Vrinda Seth,2,5586981.51,50,364306.2,985533.97
CUST000524,Harrison Tara,1,878184.53,25,501060.51,216221.58
CUST000525,Raksha Sathe,1,4342868.58,50,589218.71,818404.58
CUST000526,Ati Sachar,2,1140606.89,20,67922.5,330961.73
CUST000527,Charita Panchal,1,1675913.49,25,116189.86,241200.46
CUST000528,Adya Ganesan,1,4454778.57,50,513194.2,793642.1599999999
CUST000529,Tanmayi Boase,1,236047.68,25,259381.25,305282.77
CUST000530,Warjas Sabharwal,2,4107751.83,100,1359122.79,1188406.16
CUST000531,Ikshita Rana,1,84966.2,10,167217.52,162369.83000000002
CUST000532,Kai Taneja,2,4023159.71,20,56540.35,316321.63
CUST000533,Jason Nadkarni,1,378866.69,25,72418.4,522767.12
CUST000534,Maanav Wagle,2,1138804.69,50,572272.39,720133.4400000001
CUST000535,Janya Salvi,1,224629.79,10,194261.07,181634.97
CUST000536,Mason Pradhan,2,4671351.970000001,35,228520.72,681194.5399999999
CUST000537,Zansi Saha,0,0.0,0,0.0,0.0
CUST000538,Sara Lalla,2,1306102.52,35,291979.3,905234.36
CUST000539,Gayathri Sandhu,1,383521.32,10,49633.0,148922.03
CUST000540,Wishi Tailor,2,1625198.26,60,758566.31,934050.84
CUST000541,Raagini Raj,3,2825104.37,85,901003.54,1721576.42
CUST000542,Gaurav Korpal,1,63897.99,25,174632.16999999998,422824.3
CUST000543,Vamakshi Mahajan,2,2484492.08,50,149236.94,831139.22
CUST000544,Madhavi Virk,1,1277440.21,25,370017.81,364310.8
CUST000545,Aayush Sarna,1,4844429.34,25,183690.75,342180.96
CUST000546,Tanay Chander,1,196541.82,25,143168.22999999998,598011.39
CUST000547,Chandani Babu,0,0.0,0,0.0,0.0
CUST000548,Arin Roy,2,449773.31,75,709265.45,1139088.07
CUST000549,Anthony Sem,2,4647742.46,50,371338.25,1049749.8900000001
CUST000550,Ikbal Goda,1,2669638.24,10,24980.11,236932.61000000002
CUST000551,Chatresh Nori,3,2555717.85,125,1015726.87,2138583.56
CUST000552,Shivani Murty,2,4112335.74,50,760137.75,722398.61
CUST000553,Ekta Gandhi,1,4842142.39,50,587176.86,726800.98
CUST000554,Falak Iyengar,2,477074.14,60,445100.77,1050483.43
CUST000556,Jeet Kota,1,120259.38,25,145140.84,392412.66000000003
CUST000557,Bimala Handa,1,293117.95,50,697089.03,1052635.09
CUST000558,Aishani Kunda,2,797282.94,35,453738.47,823016.69
CUST000559,Viraj Keer,1,2520626.51,25,444337.99,379194.58999999997
CUST000560,Panini Deo,2,2657191.62,60,706804.62,986931.71
CUST000561,Niharika Patla,2,5083724.0,35,418621.13,599067.8200000001
CUST000562,Edhitha Sane,2,2700763.69,75,990634.65,898492.51
CUST000563,Charita Kapur,1,425826.07,50,480969.31,744987.62
CUST000564,Vinaya Grover,1,827309.17,25,145521.99,424251.93
CUST000565,Gagan Dixit,2,4844100.9799999995,50,431419.09,845023.84
CUST000567,Ekta Kade,1,7218.26,25,115420.23000000001,516342.85
CUST000568,Mohammed Doctor,1,516128.87,10,417442.95,164105.23
CUST000569,Andrew Bhasin,1,244269.07,50,570229.72,863986.29
CUST000570,Eesha Nigam,1,325306.29,10,187749.29,140144.45
CUST000571,Adya Roy,2,187102.78,100,852816.99,1787570.55
CUST000572,Fiyaz Zachariah,2,643059.04,50,448026.29,978446.8
CUST000573,Manthan Sanghvi,1,64822.56,25,282016.24,333326.4
CUST000574,Ira Bhatt,2,388596.83999999997,75,744897.33,1150802.29
CUST000575,Dayita Parsa,2,127820.76000000001,35,188131.01,702519.67
CUST000576,Owen Shenoy,2,342369.66,35,300729.53,490382.91
CUST000577,Ria Pal,1,3648158.99,25,244984.81,636157.73
CUST000578,Thomas Dhar,1,1311500.66,25,490883.89,498699.96
CUST000579,Nitesh Bath,2,3857215.84,75,995741.37,1244861.09
CUST000580,Devika Parsa,1,67641.74,10,95580.71,261906.83000000002
CUST000581,Sudiksha Sahota,0,0.0,0,0.0,0.0
CUST000582,Isha Yogi,1,445786.96,50,306682.82,1019606.8
CUST000583,Urvashi Chaudhary,2,4502409.46,50,629511.7,1046220.1
CUST000584,Bahadurjit Sethi,1,1975867.83,50,392201.32,848495.95
CUST000585,Chaman Oommen,1,2367890.28,10,89961.74,141262.06
CUST000586,Abha Sarna,1,512769.98,25,217251.51,377861.69
CUST000587,Robert Sahota,3,6164342.4,125,1451893.7,2359597.3
CUST000588,Gaurangi Aggarwal,1,1806061.04,25,601583.6599999999,345259.97
CUST000589,Kala Memon,1,1375960.17,10,98625.95,188992.54
CUST000590,Amrita Ranganathan,1,1548977.77,25,125746.48,504160.66
CUST000591,Bachittar Jayaraman,1,343516.6,25,117616.59999999999,734244.4400000001
CUST000592,Forum Lanka,3,5533798.84,30,373687.72000000003,547505.26
CUST000593,Zayyan Tank,1,1445577.1,10,94856.68,143305.5
CUST000594,Ishwar Rama,1,210673.97,25,245384.35,545176.52
CUST000595,Vidhi Wali,1,991565.29,25,615193.15,262757.31
CUST000596,Eshana Jha,3,5242283.99,85,1017322.47,1518441.76
CUST000597,Kashvi Narang,1,13866.63,50,452935.25,823688.32
CUST000598,Jhalak Batra,1,277917.25,50,509867.44,777688.07
CUST000599,Wahab Issac,1,2558802.4,50,583995.36,1022594.97
CUST000600,Upadhriti Lal,2,546953.61,50,460250.4,955012.02
CUST000601,Pratyush Tandon,0,0.0,0,0.0,0.0
CUST000603,Oviya Palan,1,1065894.9,10,23337.07,151827.2
CUST000605,Ria Reddy,2,53925.59,35,499237.9,337407.58
CUST000606,Arin Kala,1,309630.76,25,255477.41999999998,469155.44
CUST000607,Shivansh Ranganathan,1,336312.89,50,247159.52,995475.3300000001
CUST000609,Suhani Deo,1,405927.98,50,323851.96,814716.62
CUST000610,Vedhika Kibe,1,224643.4,25,259025.25,568376.55
CUST000611,Tanish Chaudhary,1,78789.8,10,189584.95,90806.16
CUST000612,Bimala Bera,2,5290879.2700000005,75,578563.48,1306035.64
CUST000614,Libni Narayanan,2,1347548.5899999999,75,536367.34,1137823.08
CUST000615,Rachit Dora,1,88348.89,25,171086.04,499302.85
CUST000616,Chasmum Gandhi,3,4175965.4,85,723320.33,1174379.73
CUST000617,Balendra Gandhi,1,23359.49,25,365285.70999999996,303220.02999999997
CUST000618,Chatura Mukherjee,1,445405.29,50,291687.52,809860.36
CUST000619,Zayyan Karpe,1,1062056.66,50,280883.58,880920.76
CUST000620,Dayita Dada,1,4425983.86,50,582176.09,904579.79
CUST000621,Naveen Rastogi,0,0.0,0,0.0,0.0
CUST000622,Yauvani Sagar,2,2225167.87,75,593241.33,1252385.61
CUST000623,Ati Raju,1,1013862.38,50,306255.4,1128478.79
CUST000624,Anmol Bobal,1,1835921.18,10,170547.19,112902.11
CUST000625,Fariq Aggarwal,2,3506561.63,35,352215.58999999997,912098.97
CUST000626,Manan Chahal,1,170509.97,10,17519.24,106469.81
CUST000627,Kalpit Vasa,2,5861491.25,50,366536.18,671644.24
CUST000628,Falguni Choudhury,2,2141150.97,60,491328.88,1234310.02
CUST000629,Nathan Balasubramanian,1,1693718.93,50,712193.32,768119.04
CUST000630,Rehaan Khalsa,1,676225.81,50,576743.3200000001,912456.45
CUST000631,Ekansh Muni,2,2388018.87,35,405561.45,662614.42
CUST000632,Yutika Saxena,2,2806489.38,75,1186857.54,1222734.9
CUST000634,Avni Anand,1,1871203.65,25,217118.80000000002,537853.13
CUST000635,Amaira Sarraf,1,56656.68,25,138099.45,528550.68
CUST000636,Faris Gole,2,2897776.13,50,555932.68,733206.24
CUST000637,Advaith Kari,1,959546.62,10,5897.99,189016.85
CUST000638,Ekaja Devan,2,1886172.7,75,639269.4,1382835.6600000001
CUST000639,Sara Shankar,1,1210751.36,25,295144.72000000003,447334.2
CUST000640,Wazir Maharaj,1,459427.23,25,335626.08,224429.18
CUST000641,Chandani Borde,2,983916.77,50,219260.77,795180.61
CUST000642,Turvi Misra,1,1372021.48,25,263615.5,365920.28
CUST000643,Nathaniel Bains,1,428640.12,10,100609.79000000001,120124.56
CUST000644,Vrinda Bedi,2,1572295.42,75,750918.96,1236527.55
CUST000645,Faqid Randhawa,1,395905.37,10,94636.78,79291.5
CUST000646,Neha Pillai,1,2994337.01,25,141364.05,584099.91
CUST000647,Janani Chowdhury,1,965550.21,25,119478.34,399336.79
CUST000649,Victor Tank,1,479532.31,25,348382.91,435669.75
CUST000650,Zilmil Suri,2,1680595.39,75,1092298.9,1107526.1
CUST000651,Anika Chaudhary,2,4329514.38,75,869625.08,1255440.25
CUST000652,Jeet Natarajan,1,469130.77,25,314868.2,453810.75
CUST000653,Tejas Mannan,1,927095.52,25,42694.71,580367.93
CUST000654,Unnati Ghosh,1,1119632.29,25,275464.48,570870.27
CUST000655,Ubika Konda,1,446005.48,25,60707.67,285262.45999999996
CUST000656,Aadhya Yohannan,2,4193655.5599999996,35,368760.57,496574.89
CUST000657,Reyansh Cheema,2,2011136.68,60,535183.85,1575971.96
CUST000658,Ikbal Rana,2,3120331.11,50,655795.0599999999,752833.42
CUST000659,Ekalinga Bala,2,643190.02,35,364067.08999999997,842391.0499999999
CUST000660,Mohini Parsa,3,1972363.98,75,1413833.88,1151452.13
CUST000661,Dayamai Varghese,1,1018393.24,50,339453.32,820514.1
CUST000662,Mitesh Narang,1,281048.77,25,173117.50999999998,554825.81
CUST000663,Baljiwan Patel,1,1786936.92,25,267642.3,390747.58
CUST000664,Chatresh Mangal,3,5932502.4799999995,75,665774.0,1162660.6400000001
CUST000665,Arin Sunder,1,1337858.53,50,744611.99,563853.59
CUST000667,Idika Rastogi,3,4361403.87,70,1056911.58,883385.1799999999
CUST000668,Girindra Gupta,1,1289823.81,25,207512.61000000002,444425.2
CUST000670,Daniel Prabhu,1,2509194.63,25,228324.12,398370.38
CUST000671,Megha Deshpande,2,552075.0700000001,35,349441.31,715824.94
CUST000672,Brinda Bandi,3,5455782.13,100,1354127.68,1732391.64
CUST000673,Praneel Oak,0,0.0,0,0.0,0.0
CUST000674,Oscar Kala,1,226681.19,50,515711.43,865582.72
CUST000675,Harish Prabhu,1,4444904.05,50,153011.59000000003,1049705.65
CUST000676,Udarsh Pai,1,89756.9,50,439622.22,1147145.42
CUST000677,Charles Korpal,1,1574570.33,25,42236.39,520888.31
CUST000678,Zinal Edwin,1,3897043.69,50,708941.51,754751.9500000001
CUST000679,Wridesh Minhas,1,1274438.22,10,51451.79,172938.13999999998
CUST000680,Lakshmi Acharya,1,251278.22,25,214325.96000000002,486745.27999999997
CUST000681,Maanav Kala,1,2311126.49,50,322849.04000000004,935799.09
CUST000682,Samuel Das,2,423492.29,35,158606.69,650018.76
CUST000683,Upkaar Bassi,1,196604.25,10,180408.21,77733.05
CUST000684,Ojasvi Dyal,1,3361400.65,25,124965.84,543366.87
CUST000685,Arunima Lanka,1,7123.23,25,223796.40000000002,547865.3099999999
CUST000686,Isha Gola,1,1528650.79,25,302173.02,363729.99
CUST000687,Lavanya Chand,2,1212884.7200000002,100,1201523.48,1351639.13
CUST000688,Ayaan Sant,1,126369.41,25,265510.56,347600.26
CUST000689,Qushi Shah,1,359769.68,10,14431.380000000001,178715.94999999998
CUST000690,Dalaja Agate,1,269771.22,25,292991.1,291272.37
CUST000691,Edhitha Talwar,2,2977815.0300000003,60,425185.19,1165550.22
CUST000692,Warjas Tank,2,1188317.58,75,961859.34,1411999.04
CUST000694,Sai Din,1,2348177.29,25,264535.97000000003,596685.65
CUST000695,Yashoda Maharaj,1,3730314.37,50,499278.96,992543.9299999999
CUST000696,Advika Keer,1,1605469.75,50,746706.78,864642.83
CUST000697,Daksha Narang,1,247745.5,25,115652.84,253531.69999999998
CUST000698,Balvan Aggarwal,1,1932281.72,25,199099.76,498770.5
CUST000700,Bhavya Kalita,1,1779492.62,10,128391.17000000001,111776.21
CUST000701,Pranav Chana,2,2425175.47,35,453471.41,618253.17
CUST000702,Tejas Boase,1,211657.36,25,478047.78,394687.95
CUST000703,Pratyush Dube,2,4637467.17,75,941953.52,1343887.3499999999
CUST000704,Maanas Gala,1,4826336.62,25,239295.86,392821.77999999997
CUST000705,Hemani Balay,2,2497364.9,50,931375.31,789094.39
CUST000706,Joshua Murty,0,0.0,0,0.0,0.0
CUST000707,Anamika Oza,2,785855.52,50,463625.41000000003,847627.8
CUST000708,Azad Morar,2,408007.70999999996,35,132345.44,381747.18
CUST000709,Varsha Ganesh,1,4354147.86,25,123034.76,365542.27
CUST000710,Chaaya Venkataraman,1,287492.86,25,165194.96,501286.69
CUST000711,Aashi Kapadia,2,2675695.48,75,1104796.32,1348860.94
CUST000712,Ekapad Tandon,1,382281.25,25,424416.29000000004,402394.57
CUST000713,Nitesh Viswanathan,1,1977508.43,25,319874.24,563321.56
CUST000714,Caleb Ram,2,1823916.78,75,569089.39,1474995.84
CUST000715,Kamala Vala,3,5598305.58,45,386040.61,687265.84
CUST000716,Dhruv Varma,1,2148543.56,25,63046.07,350706.22
CUST000717,Jagvi Bava,3,5912517.79,85,725916.91,1570647.5
CUST000718,Odika Kaur,1,1446620.27,25,235551.23,450035.12
CUST000719,Hemang Joshi,1,3352675.99,25,116967.13,389158.64999999997
CUST000720,Deepa Hayer,2,3199769.32,60,714437.36,1582752.82
CUST000721,Harita Walla,0,0.0,0,0.0,0.0
CUST000722,Ladli Sandhu,0,0.0,0,0.0,0.0
CUST000723,Leela Das,3,2189282.9299999997,100,719991.9299999999,1786227.88
CUST000724,Abha Sood,1,489203.25,50,378269.74,910007.9400000001
CUST000725,Abhimanyu Natarajan,2,1904934.0,100,1243912.33,1617920.51
CUST000726,Vritti Buch,2,5373918.91,60,440348.22000000003,1054556.77
CUST000727,Zayyan Palla,2,5285182.840000001,50,527938.21,1073442.82
CUST000728,Aadi Dixit,1,368808.23,50,367725.84,1130140.01
CUST000729,Deepa Karnik,1,179892.17,25,390168.71,399308.0
CUST000731,George Parmar,1,350147.56,50,686754.31,806223.09
CUST000732,Upasna Tak,1,3870413.28,25,243479.40999999997,466922.55
CUST000733,Aarini Mohan,1,916614.61,10,42754.61,143463.46
CUST000734,Indira Iyer,1,1546104.1,25,296117.6,292680.62
CUST000735,Ishita Kannan,1,492738.38,25,215484.66,454801.63
CUST000736,Daniel Kade,1,2704995.9,25,417598.02,320861.94
CUST000737,Jalsa Hans,1,1007888.88,50,426712.44,1264564.38
CUST000738,Zashil Deep,1,1766005.57,10,779.03,281291.7
CUST000739,Vyanjana Nadkarni,3,4384469.21,85,790397.63,1317422.13
CUST000740,Pranav Krishnamurthy,1,457659.73,10,25737.079999999998,165473.12
CUST000741,Hemang Doshi,2,622101.31,35,450964.13,898096.25
CUST000742,Chatresh Arora,1,2332486.23,50,537917.93,852542.4
CUST000743,Yutika Dave,1,3503784.14,25,83467.12000000001,665772.33
CUST000744,Yashvi Rajan,2,4100695.98,75,942617.28,1712987.9
CUST000745,Aarna Goyal,1,1580549.71,50,396934.81,983275.88
CUST000746,Netra Sarin,2,772510.9299999999,75,625841.22,1375550.45
CUST000747,Madhav Deo,1,429595.88,50,312751.89,760647.1799999999
CUST000748,Qasim Aurora,1,417725.21,25,235952.36000000002,506575.57999999996
CUST000749,Leela Ravi,1,427940.97,10,47068.06,203551.06
CUST000750,Adweta Grewal,1,482506.44,25,501544.95,403370.66000000003
CUST000751,Champak Sarraf,1,1072851.94,50,418525.78,713337.43
CUST000752,Nachiket Ahluwalia,1,1024482.36,10,0.0,119109.41
CUST000753,Pallavi Deol,1,2693430.49,25,176640.75,262485.99
CUST000754,Yagnesh Biswas,1,482140.4,50,301470.87,1017948.67
CUST000755,Vedhika Sagar,2,1304792.87,100,918630.74,1750485.3
CUST000756,Eshana Shukla,0,0.0,0,0.0,0.0
CUST000757,Gautam Dutta,1,190246.83,50,1005673.78,752948.25
CUST000758,Owen Khatri,1,74008.62,25,432890.03,323844.34
CUST000759,Abhimanyu Korpal,2,1955432.3399999999,50,442131.86,855414.01
CUST000760,Anmol Patla,1,1145611.08,10,22051.239999999998,212027.83000000002
CUST000761,Rachita Raman,1,4592431.18,25,167674.36,410653.4
CUST000762,Bimala Karpe,1,342997.35,25,274145.69,361173.77
CUST000763,Gaurika Bath,1,3553107.89,50,516079.27,965737.9
CUST000764,Balendra Nori,1,40042.04,50,676998.52,1131513.94
CUST000765,Bimala Dar,1,2496455.79,25,263913.54,396733.51
CUST000766,Krisha Ahluwalia,1,610147.05,50,387240.18,574111.49
CUST000767,Shaurya Gandhi,2,5641594.890000001,75,669585.83,1669528.13
CUST000768,Wakeeta Bhardwaj,3,3484510.96,75,506853.99,1404109.12
CUST000769,Inaya Gara,1,749976.17,10,147729.0,129909.12000000001
CUST000770,Wishi Kadakia,2,1343797.66,75,643005.35,1589430.45
CUST000771,Ishaan Grewal,1,146312.09,50,561592.26,774500.72
CUST000772,Chasmum Roy,1,36537.12,25,225181.62,474468.33
CUST000773,Ishanvi Bora,2,5497020.18,35,353002.04000000004,643896.41
CUST000775,Rayaan Bahri,2,828106.99,50,560826.4299999999,983669.83
CUST000776,Jeet Sunder,2,3663368.2700000005,60,271397.63,1131727.73
CUST000777,Noah Savant,1,1003174.74,50,873192.62,605619.84
CUST000779,Chanchal Yogi,1,44808.3,10,194042.84,146613.84
CUST000781,Upkaar Aurora,1,203418.64,25,261189.3,540574.78
CUST000782,Dipta Dash,1,3037725.79,50,432620.33,735560.29
CUST000783,Lavanya Varghese,1,218654.94,10,45015.95,96606.17
CUST000784,Udyati Devan,1,1457392.1,25,550460.0800000001,381281.36
CUST000785,Harita Yohannan,2,2030496.27,35,479681.98000000004,590424.85
CUST000786,Chakradev Pant,1,500179.55,25,94301.34,457640.52999999997
CUST000788,Aryan Shanker,2,2369893.01,50,443132.7,751119.66
CUST000789,Keya Basak,1,240308.42,50,396737.1,882989.35
CUST000790,Panini Keer,1,3217212.95,10,57264.42999999999,154448.45
CUST000791,Januja Baral,1,4220759.48,25,130432.96,403884.37
CUST000792,Sudiksha Gupta,2,2443711.86,60,485182.82999999996,1193935.97
CUST000793,Maanas Raju,3,2204015.68,100,625537.73,1640067.47
CUST000794,Avi Rajagopal,2,921405.0900000001,60,836846.75,1294080.36
CUST000795,Unnati Deep,0,0.0,0,0.0,0.0
CUST000796,Vamakshi Dugar,1,600737.71,50,754282.23,892552.78
CUST000797,Anika Gour,2,640944.34,75,886301.72,1467753.74
CUST000798,Ekta Hans,1,3122844.03,25,127502.96,387870.63
CUST000799,Jackson Dugal,1,1383439.74,25,346343.82,425001.41000000003
CUST000800,Ayush Sekhon,3,6635307.459999999,100,818759.33,1623716.56
CUST000802,Idika Prashad,1,3324927.2,25,126185.98,390583.75
CUST000803,Jeremiah Mane,1,275392.56,25,102006.44,511073.55
CUST000804,Abeer Kadakia,1,121092.33,50,328966.82,686544.5800000001
CUST000805,Gunbir Wadhwa,1,453519.93,25,184894.23,362405.05
CUST000807,Ekalinga Doctor,2,635491.78,20,278944.18,409886.42
CUST000808,Keya Nagy,2,6097590.5200000005,75,513858.94,1185861.69
CUST000809,Netra Rana,1,242114.19,50,469673.72000000003,846758.6
CUST000810,Yachana Chaudhari,1,1074840.59,25,81589.01,516112.45
CUST000811,Dhruv Natarajan,1,1309788.08,25,194758.58,444422.14
CUST000812,Ishita Kumer,1,1568754.18,25,600966.1799999999,375639.94
CUST000813,Falan Ben,0,0.0,0,0.0,0.0
CUST000814,Kabir Buch,2,7422039.58,100,1063739.6199999999,1952498.18
CUST000816,Wyatt Choudhry,1,1073403.96,10,26204.09,58586.740000000005
CUST000817,Damyanti Raman,1,1723020.25,10,31735.86,345830.05
CUST000818,Aradhana Kade,1,1225402.81,10,188761.2,121278.35999999999
CUST000819,Onveer Tripathi,2,4446383.78,75,774875.9400000001,868969.74
CUST000820,Anmol Soman,1,132043.35,50,590614.95,841174.44
CUST000821,Zinal Mohan,1,252751.29,25,144997.55,431673.36
CUST000822,Jonathan Sahni,1,243240.89,25,221670.80000000002,358219.17
CUST000823,Garima Deshmukh,1,681906.28,10,3486.47,208859.33000000002
CUST000824,Falguni Arora,3,3548563.0599999996,125,1104866.97,2724625.58
CUST000825,Manthan Manda,1,171509.46,25,264974.83,366573.58
CUST000826,Andrew Grover,3,2799899.4,85,938720.13,1401177.8800000001
CUST000828,Amrita Natt,1,1908110.62,25,167801.6,416024.16000000003
CUST000829,Gabriel Sule,2,4739671.4399999995,50,645129.72,884006.0
CUST000830,Mohini Raman,2,3086131.17,50,644782.51,616941.62
CUST000831,Amrita Issac,1,949244.15,25,227827.38999999998,494615.24
CUST000832,Nathan Cherian,3,3843418.41,45,489892.67,760945.54
CUST000833,Lakshit Hegde,3,3135695.46,75,557089.88,1137242.39
CUST000834,Azad Ganesh,1,4812716.8,50,419813.82,1013952.6
CUST000835,Zaitra Chaudhuri,2,2328905.89,35,187534.32,866403.97
CUST000836,Chakrika Sehgal,2,4173771.38,35,547905.97,432446.65
CUST000837,Hemal Bhandari,1,50355.23,25,309044.37,281592.95
CUST000838,Andrew Devan,2,3951560.38,75,919588.07,1188300.31
CUST000839,Omisha Varghese,1,1108793.06,10,14374.6,133067.61000000002
CUST000840,Nitara Korpal,1,475488.13,50,428836.24,778444.78
CUST000841,Yuvraj Dyal,1,423724.34,25,73414.9,551268.26
CUST000842,Ridhi Singh,2,3879786.52,75,417024.11,1450852.59
CUST000843,Chandresh Bala,1,249916.34,50,453732.22,776719.92
CUST000844,Vedika Bhavsar,3,1530025.1199999999,85,621212.22,1510702.6
