account_number,customer_name,account_type,branch_id,balance,total_transactions,total_credit_amount,total_debit_amount
ACC00000370,,Savings,BR013,290772.51,25,221223.32,380711.44
ACC00000372,,Savings,BR006,419436.69,25,217040.88,336992.58
ACC00000373,Ranbir Nagar,Fixed Deposit,BR018,1280099.88,25,48879.05,591344.25
ACC00000374,George Mallick,Current,BR006,1745921.37,10,116090.45999999999,113417.65
ACC00000376,,Fixed Deposit,BR002,4057849.88,25,266737.35,246476.84
ACC00000377,,Current,BR018,516459.68,50,740412.24,605057.19
ACC00000378,,Savings,BR019,81815.51,25,450929.0,324142.92
ACC00000379,,Savings,BR004,416355.21,50,682853.88,779030.04
ACC00000380,,Fixed Deposit,BR020,1515731.66,25,287046.42000000004,290453.82
ACC00000381,,Current,BR002,1756200.72,25,530439.0700000001,286100.88
ACC00000383,,Current,BR014,1653620.68,50,631607.45,681797.44
ACC00000384,Falguni Kashyap,Current,BR009,1941510.2,25,56921.600000000006,524535.12
ACC00000385,Quincy Patla,Current,BR008,1062740.2,50,493243.92,962930.4199999999
ACC00000386,Quincy Patla,Fixed Deposit,BR005,2302785.07,50,256230.37,622477.1799999999
ACC00000387,Krishna Srinivas,Fixed Deposit,BR013,4335061.25,50,509025.15,908281.83
ACC00000388,,Fixed Deposit,BR018,2100591.86,25,225048.36000000002,615935.1699999999
ACC00000389,,Current,BR008,1461735.16,25,475135.38,342082.3
ACC00000390,,Savings,BR020,11052.41,10,1163.68,194277.29
ACC00000391,Reva Hayer,Fixed Deposit,BR014,1354427.57,25,105311.71999999999,444799.59
ACC00000392,Christopher Wason,Current,BR002,1565241.86,10,103051.69,173472.24
ACC00000393,Christopher Wason,Savings,BR013,458599.55,25,175193.1,446589.35
ACC00000394,,Fixed Deposit,BR012,2126252.05,25,301402.19,298190.05
ACC00000395,,Current,BR006,1495683.54,10,26228.32,149102.27000000002
ACC00000396,,Current,BR018,522068.44,25,51690.32,381702.32
ACC00000398,,Fixed Deposit,BR008,455273.12,10,89409.73999999999,301602.81
ACC00000399,,Current,BR020,1625919.97,25,472569.66000000003,304466.23
ACC00000400,Edhitha Panchal,Current,BR005,775435.6,25,245522.19999999998,402779.02
ACC00000401,Edhitha Panchal,Current,BR019,898444.71,25,342330.32,333483.57
ACC00000402,,Current,BR004,1131093.92,10,65026.369999999995,299462.86
ACC00000403,Sai Anand,Current,BR009,951474.29,10,239578.65,126608.85
ACC00000404,Sai Anand,Current,BR014,47471.63,25,270356.12,543161.41
ACC00000405,Sai Anand,Savings,BR003,49824.24,50,647451.99,901206.89
ACC00000406,,Savings,BR006,329730.88,50,499220.04000000004,610858.88
ACC00000407,,Fixed Deposit,BR006,3560192.75,25,641452.7000000001,391995.57
ACC00000408,,Savings,BR005,242605.65,50,428305.36,912544.25
ACC00000409,,Savings,BR015,325065.46,50,572197.36,926082.41
ACC00000410,,Savings,BR004,395264.55,10,299588.82,173633.54
ACC00000411,Vinaya Lala,Fixed Deposit,BR011,204497.95,50,565416.03,1012059.13
ACC00000412,Faraj Bhalla,Fixed Deposit,BR002,3294739.81,25,290916.86,303335.52
ACC00000413,Udant Kalita,Current,BR003,1771522.08,50,382271.98,1118284.54
ACC00000414,Ranveer Hora,Savings,BR002,311383.08,25,329980.73,199661.89
ACC00000415,Tara Oza,Fixed Deposit,BR014,694080.01,10,161615.24,121520.03
ACC00000416,Tara Oza,Fixed Deposit,BR004,2823472.85,25,421685.91,464004.83
ACC00000417,,Current,BR001,774782.13,10,290968.16,281501.88
ACC00000418,Zansi Devan,Savings,BR018,337455.73,50,929787.55,739495.29
ACC00000420,Zansi Devan,Savings,BR012,13267.0,10,15054.0,116246.41
ACC00000421,Kiaan Agate,Fixed Deposit,BR006,1339881.18,25,361692.52,294748.82
ACC00000422,Kiaan Agate,Current,BR004,1136878.86,50,358583.01,988994.0
ACC00000423,,Fixed Deposit,BR010,4276166.43,25,273879.49,463773.46
ACC00000424,,Fixed Deposit,BR002,1289436.24,10,265442.39,126425.76
ACC00000425,Chaaya Bajaj,Current,BR010,1864668.22,50,799553.91,648050.02
ACC00000426,Pushti Rau,Savings,BR019,119611.73,10,38818.28,329757.48
ACC00000427,Pushti Rau,Savings,BR012,464425.83,50,514684.98,811133.43
ACC00000428,,Savings,BR011,265096.83,10,86253.46,30442.35
ACC00000429,,Savings,BR014,246475.43,25,172592.97,412111.95
ACC00000430,Ranbir Virk,Fixed Deposit,BR006,4773575.46,50,523652.26,709551.85
ACC00000431,Chatura Sule,Current,BR018,596057.39,10,36548.72,248372.43
ACC00000432,Chatura Sule,Savings,BR005,1962.44,25,155474.13,478490.87
ACC00000433,,Savings,BR019,18792.63,50,600091.97,825316.64
ACC00000434,,Savings,BR019,369043.77,10,164633.08000000002,178622.3
ACC00000435,,Savings,BR016,148580.82,25,162640.87,506033.9
ACC00000436,Wahab Pillay,Savings,BR006,342414.69,25,219124.5,570237.95
ACC00000437,Libni Kamdar,Current,BR003,603433.91,25,112095.12000000001,551840.9
ACC00000438,Libni Kamdar,Fixed Deposit,BR017,436843.84,50,349819.1,1025541.22
ACC00000439,Deepa Thaker,Fixed Deposit,BR005,4648394.37,50,467154.52,1019588.37
ACC00000441,,Fixed Deposit,BR019,750548.18,25,204702.0,418539.18
ACC00000442,,Fixed Deposit,BR013,234378.16,50,375694.19,782031.25
ACC00000443,,Current,BR014,674571.02,25,166404.21,535104.79
ACC00000444,,Fixed Deposit,BR020,4740454.46,25,160863.28999999998,338970.29
ACC00000445,,Fixed Deposit,BR018,1491191.49,25,277168.68,243044.78
ACC00000447,Abhimanyu Bahri,Current,BR001,1829223.95,50,292039.61,986678.28
ACC00000448,,Fixed Deposit,BR002,4086828.66,25,65154.84,401950.58
ACC00000449,,Savings,BR005,274312.68,50,624637.8300000001,1098476.34
ACC00000450,,Savings,BR012,125035.6,25,146783.27,318037.63
ACC00000451,Daksh D’Alia,Current,BR016,660347.09,25,165962.82,452210.77
ACC00000452,Daksh D’Alia,Savings,BR010,180356.39,50,722546.02,870440.51
ACC00000453,,Savings,BR015,293941.52,50,324103.75,1006574.12
ACC00000454,,Current,BR019,599481.46,50,359987.56,989833.47
ACC00000455,Jalsa Narain,Current,BR002,1992548.54,10,167693.16999999998,254134.52
ACC00000456,Jalsa Narain,Savings,BR011,326539.47,25,298346.94,547043.75
ACC00000457,Hema Gara,Current,BR011,630075.26,10,147126.84999999998,166724.66999999998
ACC00000458,Hema Gara,Fixed Deposit,BR013,3852362.74,50,574583.1,971685.1
ACC00000459,Hema Gara,Fixed Deposit,BR003,2378122.1,25,22920.63,575157.87
ACC00000461,Sanya Chaudry,Current,BR004,101636.64,10,28427.269999999997,103097.34
ACC00000462,Sanya Chaudry,Savings,BR018,210407.52,10,262826.69,44102.18
ACC00000463,Nihal Randhawa,Current,BR014,1698528.23,10,19189.29,234275.31
ACC00000464,Forum Upadhyay,Fixed Deposit,BR011,205481.09,10,6054.82,138998.26
ACC00000465,Forum Upadhyay,Current,BR010,1755652.7,10,50172.72,229608.46
ACC00000466,Viraj Minhas,Savings,BR002,473081.83,25,191238.77,419107.54000000004
ACC00000467,,Current,BR006,1729480.7,10,118893.18000000001,154115.95
ACC00000468,,Current,BR003,1154333.66,25,374565.75,479309.87
ACC00000469,Vasana Jani,Current,BR018,539268.5,25,373698.31,434293.97
ACC00000470,Chanchal Bath,Savings,BR006,396866.15,25,440955.72,320947.25
ACC00000471,Indali Barad,Fixed Deposit,BR002,2233978.78,25,187106.28999999998,592553.34
ACC00000472,Indali Barad,Fixed Deposit,BR009,1391670.0,50,279433.1,1247681.0799999998
ACC00000473,Indali Barad,Current,BR016,364623.81,25,194639.74,443589.06
ACC00000474,Theodore Naidu,Current,BR017,1823749.0,25,78311.88,512000.37
ACC00000475,David Buch,Fixed Deposit,BR015,2576891.63,25,151845.84,329764.54
ACC00000477,,Current,BR002,923384.06,25,85810.54,571405.38
ACC00000478,,Savings,BR008,286568.94,25,229292.22000000003,375364.81
ACC00000480,Azaan Om,Savings,BR015,344523.62,25,274272.9,391493.97000000003
ACC00000481,Anirudh Issac,Current,BR001,1199211.82,25,244898.87,377704.6
ACC00000482,,Current,BR013,632445.33,25,419057.98,299541.47000000003
ACC00000483,,Fixed Deposit,BR009,878314.5,25,391395.19,360797.97000000003
ACC00000484,,Fixed Deposit,BR020,3134681.81,25,194544.71,343670.06
ACC00000485,,Current,BR016,1665201.05,25,98363.41,468086.87
ACC00000486,Osha Banik,Current,BR004,1432582.24,25,326681.85,263745.12
ACC00000487,Osha Banik,Savings,BR002,60178.48,50,384349.63,1143168.85
ACC00000488,Abha Ram,Fixed Deposit,BR017,2996650.25,50,624934.9400000001,560598.29
ACC00000489,Abha Ram,Savings,BR002,286540.03,25,192181.15,568691.99
ACC00000490,Dominic Prakash,Fixed Deposit,BR005,4047604.94,25,143940.22999999998,519973.98
ACC00000491,Alexander Sant,Current,BR018,748531.18,50,505244.45999999996,737225.13
ACC00000492,Onveer Sani,Savings,BR004,323409.12,50,568610.61,448546.47000000003
ACC00000493,Onveer Sani,Fixed Deposit,BR009,4036937.82,25,122576.69,514747.02999999997
ACC00000494,Warhi Nadig,Savings,BR001,14646.64,50,729878.02,515742.22
ACC00000495,Warhi Nadig,Fixed Deposit,BR010,92295.49,50,690521.88,766158.02
ACC00000496,,Current,BR006,442691.8,25,362802.45,721781.28
ACC00000497,Manthan Deshmukh,Fixed Deposit,BR009,1484134.34,10,72132.23,106564.8
ACC00000498,Maanav Suresh,Savings,BR003,269483.11,25,476064.81,391121.68
ACC00000499,,Fixed Deposit,BR004,970642.05,10,211595.44999999998,188301.57
ACC00000500,Daksha Deol,Current,BR014,76147.92,10,325280.68,65164.020000000004
ACC00000501,Om Sodhi,Savings,BR008,324725.07,50,404074.15,792752.54
ACC00000502,Om Sodhi,Savings,BR015,361696.87,10,8388.22,231642.36
ACC00000503,,Fixed Deposit,BR004,1821426.77,50,472855.87,1240840.57
ACC00000504,Reva Date,Fixed Deposit,BR001,1174783.79,50,242394.75,1197821.09
ACC00000505,,Current,BR002,18032.08,50,307065.18,1011704.01
ACC00000506,Yashodhara Ramanathan,Savings,BR006,331923.43,50,462729.11,707623.9
ACC00000507,Zarna Raghavan,Savings,BR003,37248.09,10,31691.28,172330.35
ACC00000508,Zarna Raghavan,Current,BR018,1180599.76,25,354527.27,313901.94
ACC00000509,Hiral Rajagopal,Fixed Deposit,BR002,4770049.51,10,42434.619999999995,123746.66
ACC00000510,Hiral Rajagopal,Savings,BR020,16983.07,25,290241.31,283454.98
ACC00000511,Fiyaz Jha,Fixed Deposit,BR004,1617665.67,25,424109.22,501552.34
ACC00000512,,Fixed Deposit,BR007,649421.42,25,45345.45,317994.57
ACC00000513,,Savings,BR017,317863.43,50,587131.25,951166.52
ACC00000515,,Fixed Deposit,BR018,225648.36,25,356138.71,413573.70999999996
ACC00000516,,Savings,BR006,34341.08,25,449343.94,213790.12
ACC00000517,,Savings,BR020,340381.53,50,539029.86,909918.63
ACC00000518,,Current,BR014,1649397.18,25,127575.91,445956.77999999997
ACC00000519,Siya Maharaj,Fixed Deposit,BR001,173946.24,50,687323.65,824112.22
ACC00000520,Siya Maharaj,Fixed Deposit,BR001,4204812.8,10,122009.69,193333.78
ACC00000521,Siya Maharaj,Fixed Deposit,BR009,2764667.87,50,186945.72,1300658.76
ACC00000522,,Savings,BR009,121749.81,25,209987.25,725207.29
ACC00000523,Krisha Hayre,Savings,BR010,253868.3,25,362075.09,462930.87
ACC00000524,Krisha Hayre,Savings,BR013,273571.55,25,178959.42,312288.18
ACC00000526,Darpan Jha,Current,BR002,755896.88,50,592640.41,1195565.68
ACC00000527,Darpan Jha,Fixed Deposit,BR005,4564383.17,25,188790.85,259216.68
ACC00000528,Darpan Jha,Savings,BR010,445317.55,25,359273.47,233657.0
ACC00000529,Ria Parsa,Savings,BR016,483048.24,25,691443.02,212010.93
ACC00000530,Rohan Natarajan,Current,BR004,1079442.77,10,125672.23000000001,197337.57
ACC00000531,Rohan Natarajan,Savings,BR008,392915.03,25,613578.54,358736.28
ACC00000532,Gavin Savant,Savings,BR006,328330.38,50,847009.24,990335.1
ACC00000533,,Fixed Deposit,BR012,1443377.48,25,78563.02,320818.29
ACC00000535,,Current,BR019,313401.55,25,189638.15,360896.44
ACC00000536,,Savings,BR013,342178.29,25,391750.22,342677.19
ACC00000537,Chakradhar Gara,Current,BR014,1387087.24,25,90802.49,531458.69
ACC00000538,Yochana Shanker,Current,BR014,1679202.58,25,298637.63,341814.58
ACC00000539,Yochana Shanker,Savings,BR007,192269.17,25,446232.17,249384.3
ACC00000540,Yochana Shanker,Fixed Deposit,BR014,4295960.51,50,552657.12,879070.03
ACC00000541,Wakeeta Bhalla,Savings,BR010,338808.31,25,336063.59,422032.92
ACC00000542,Chanakya Korpal,Current,BR013,1319019.34,25,150116.33,392645.25
ACC00000543,Jonathan Ratta,Fixed Deposit,BR002,887233.52,25,342049.02999999997,602391.2000000001
ACC00000544,Daksh Mandal,Fixed Deposit,BR010,2515552.42,50,496188.21,764292.96
ACC00000545,Daksh Mandal,Fixed Deposit,BR019,3391725.13,25,234410.56,283718.2
ACC00000546,,Fixed Deposit,BR018,2827332.9,25,120703.04000000001,475286.30000000005
ACC00000548,Damyanti Gupta,Fixed Deposit,BR002,2839250.67,25,365901.81,406158.24
ACC00000549,Yashodhara Malhotra,Fixed Deposit,BR011,2728517.88,10,48672.62,83297.01
ACC00000550,Amara Saha,Current,BR019,1880351.05,25,179163.31,441460.89
ACC00000551,Dakshesh Chand,Fixed Deposit,BR009,3239441.85,25,473743.3,319583.44
ACC00000552,Dakshesh Chand,Fixed Deposit,BR020,1102442.15,25,317527.27999999997,309856.17
ACC00000553,Dakshesh Chand,Current,BR016,1833059.38,25,333535.63,392347.31
ACC00000554,David Dayal,Current,BR008,1343937.04,10,95181.47,70068.53
ACC00000555,,Savings,BR014,391953.98,25,49766.52,651287.39
ACC00000556,,Savings,BR012,160642.24,25,345010.61,325792.83
ACC00000558,Advaith Kadakia,Fixed Deposit,BR015,1577033.26,25,369150.88999999996,314164.38
ACC00000559,Jatin Varughese,Savings,BR007,186106.07,10,120243.95,102225.15
ACC00000560,,Fixed Deposit,BR015,440782.73,10,33275.54,231408.76
ACC00000562,Max Mukherjee,Current,BR004,1879569.68,25,119309.02,418394.25
ACC00000563,Max Mukherjee,Fixed Deposit,BR020,4442640.83,25,397113.56,331713.62
ACC00000564,Max Mukherjee,Fixed Deposit,BR009,635181.6,25,264060.21,328042.65
ACC00000565,,Fixed Deposit,BR015,2239012.58,25,200458.75,578679.5
ACC00000566,,Savings,BR020,211668.42,10,269190.60000000003,107054.40000000001
ACC00000567,,Current,BR015,1291550.39,25,202668.08,377931.54
ACC00000568,,Current,BR018,1030898.45,10,117374.75,330904.36
ACC00000569,Jagvi Parmer,Current,BR018,1337798.94,25,216569.49000000002,317654.77
ACC00000570,Radhika Shankar,Fixed Deposit,BR007,2805527.38,10,405.15,213901.44
ACC00000571,Radhika Shankar,Current,BR006,730923.09,50,264327.92,839033.12
ACC00000572,Xalak Jayaraman,Fixed Deposit,BR019,1664353.98,25,58277.67,638319.47
ACC00000574,Nidhi Kibe,Savings,BR020,325486.03,50,482629.47,1022710.87
ACC00000575,Sanaya Naidu,Current,BR008,1250068.83,25,220604.28,609355.92
ACC00000576,,Current,BR009,477745.67,10,51890.409999999996,160582.87
ACC00000577,Bahadurjit Ganesh,Fixed Deposit,BR010,4964164.45,25,155591.03,641616.02
ACC00000578,Aachal Varkey,Current,BR015,1141736.8,25,118147.12,516749.99
ACC00000579,Aachal Varkey,Fixed Deposit,BR012,2330021.46,25,207507.6,417656.97000000003
ACC00000580,Qadim Chopra,Current,BR013,1636710.18,10,239218.94,153789.86
ACC00000581,,Savings,BR018,71032.88,50,301922.83,1081353.19
ACC00000582,,Fixed Deposit,BR020,718866.38,25,223241.11,367021.54000000004
ACC00000583,Warinder Balakrishnan,Savings,BR001,279157.86,10,103536.78,187243.41999999998
ACC00000584,Triya Om,Savings,BR005,305931.31,50,602079.77,702054.33
ACC00000586,Saumya Chana,Savings,BR011,103232.0,25,80535.36,258454.87
ACC00000587,Saumya Chana,Current,BR019,84041.48,25,175814.83,365059.74
ACC00000588,Saumya Chana,Savings,BR009,187740.02,25,350896.56,518009.99000000005
ACC00000589,,Fixed Deposit,BR009,987059.05,25,210152.86,367001.56
ACC00000591,Manbir Sant,Current,BR013,720146.89,50,572208.0,874446.53
ACC00000592,Champak Bhavsar,Fixed Deposit,BR016,4131610.34,25,282197.36,491127.53
ACC00000593,Champak Bhavsar,Savings,BR011,100402.36,10,41035.79,79635.63
ACC00000594,,Savings,BR019,29267.49,50,700654.34,707972.44
ACC00000596,Patrick Ganguly,Current,BR020,1504318.58,50,743228.54,1139616.78
ACC00000597,Netra Loyal,Savings,BR013,237990.35,25,110998.99,385732.16
ACC00000598,Ekantika Bansal,Current,BR006,1372330.14,25,231593.32,447333.34
ACC00000599,Brinda Bal,Current,BR014,1593004.09,25,120312.81,332149.64
ACC00000600,Brinda Bal,Savings,BR006,239833.56,50,571431.84,851584.16
ACC00000601,Udyati Din,Fixed Deposit,BR008,4214163.56,25,375636.68,384311.5
ACC00000602,Upma Sahota,Current,BR009,1369191.07,50,606200.24,761767.62
ACC00000603,Qushi Bahl,Current,BR016,1448236.08,50,847795.14,789789.55
ACC00000604,Teerth Dugar,Current,BR009,665052.99,50,641561.89,1098883.48
ACC00000605,Teerth Dugar,Fixed Deposit,BR006,2497311.37,50,372897.33999999997,924722.08
ACC00000606,Yash Bhandari,Fixed Deposit,BR006,1717697.01,25,413912.15,412782.41000000003
ACC00000607,Yash Bhandari,Current,BR002,31766.03,10,217398.63,84588.1
ACC00000608,,Savings,BR009,56116.7,25,230397.03,320789.36
ACC00000609,,Savings,BR007,155721.75,25,473023.77999999997,199799.75999999998
ACC00000610,,Current,BR011,583070.79,10,226104.2,163220.9
ACC00000611,,Current,BR017,806026.66,10,267471.54000000004,232082.81
ACC00000612,,Fixed Deposit,BR002,3399663.26,25,322261.64,277057.92
ACC00000613,Ekaraj Kohli,Savings,BR005,24731.13,25,244784.24,540207.63
ACC00000614,Ranveer Dyal,Savings,BR010,193106.91,10,62096.78999999999,212039.65000000002
ACC00000615,Ranveer Dyal,Savings,BR016,154621.86,25,160955.22999999998,521853.23
ACC00000616,Ranveer Dyal,Current,BR015,1839396.87,25,309987.34,341736.76999999996
ACC00000617,Omaja Barad,Savings,BR002,279831.05,25,176282.91999999998,452380.36
ACC00000618,Harshil Kala,Current,BR015,1892603.53,50,295487.2,1067295.4
ACC00000619,Harshil Kala,Fixed Deposit,BR002,3994117.65,50,453045.37,872201.52
ACC00000621,,Savings,BR006,107473.09,25,351867.71,587657.46
ACC00000622,,Current,BR016,885628.35,50,181845.58,1122355.26
ACC00000623,Ekansh Tandon,Current,BR002,1842924.37,50,611766.92,748601.11
ACC00000624,Priya Menon,Fixed Deposit,BR005,1832099.21,50,523313.2,734920.51
ACC00000625,Mekhala Grover,Fixed Deposit,BR012,2227224.08,50,764439.27,865058.64
ACC00000626,,Savings,BR017,146775.02,25,86774.28,395569.8
ACC00000627,,Savings,BR008,143243.65,25,266596.55,327054.07
ACC00000628,Jagdish Ramachandran,Current,BR020,592786.62,25,439973.76,300055.27
ACC00000629,Varsha Barad,Current,BR013,1013703.37,25,261767.52,543166.18
ACC00000630,,Fixed Deposit,BR020,1647680.79,50,463743.84,983648.3099999999
ACC00000631,,Current,BR008,1500323.03,25,181964.62,352305.8
ACC00000632,,Fixed Deposit,BR008,4504070.16,50,1063048.0,852280.14
ACC00000633,,Current,BR008,1428459.06,10,47436.56,169492.23
ACC00000634,Faras Menon,Savings,BR017,393352.31,25,161353.32,529844.71
ACC00000635,Faras Menon,Savings,BR006,285609.17,50,435632.28,821315.06
ACC00000636,,Current,BR019,1562774.17,50,394220.24,1086527.21
ACC00000637,,Fixed Deposit,BR009,1284497.39,25,363090.58999999997,601748.49
ACC00000638,,Fixed Deposit,BR003,2500843.98,25,583615.0800000001,481530.27
ACC00000639,Sanaya Dasgupta,Savings,BR010,258652.92,25,414026.75999999995,321982.06
ACC00000640,Sanaya Dasgupta,Fixed Deposit,BR003,3879797.96,50,339952.18,819918.97
ACC00000641,Wishi Tank,Current,BR015,550606.04,50,319562.15,971138.78
ACC00000642,,Savings,BR013,427499.8,25,243198.76,338602.52999999997
ACC00000643,,Fixed Deposit,BR008,4007522.13,50,363168.93,916956.53
ACC00000644,,Savings,BR017,355842.07,25,240255.46000000002,631052.38
ACC00000645,,Current,BR011,1856220.42,10,78167.02,182215.16999999998
ACC00000646,,Current,BR002,338428.78,25,130202.32,578114.65
ACC00000647,Ikshita Nadig,Fixed Deposit,BR001,4839666.57,50,750456.16,1034099.4600000001
ACC00000648,Yutika Pau,Fixed Deposit,BR004,3696500.16,25,562191.94,404307.33
ACC00000650,Yutika Pau,Current,BR014,1583450.62,25,191193.38999999998,348259.98
ACC00000651,Thomas Aggarwal,Savings,BR004,318927.49,25,664614.36,316838.31
ACC00000652,Praneel Mitter,Current,BR010,1795782.55,25,171489.97999999998,250608.92
ACC00000653,Om Swaminathan,Fixed Deposit,BR008,1646878.01,50,287107.2,1113334.5
ACC00000654,Zarna Cheema,Fixed Deposit,BR009,1342662.0,25,267373.96,700569.51
ACC00000655,,Fixed Deposit,BR001,1217484.51,50,795194.55,768932.07
ACC00000656,,Fixed Deposit,BR002,3920430.88,25,590011.68,352815.44
ACC00000657,,Current,BR012,1484004.81,10,133905.16,196799.0
ACC00000659,,Savings,BR014,398325.23,25,129345.12000000001,482963.68
ACC00000660,,Savings,BR011,363470.08,50,680170.27,768194.5499999999
ACC00000662,Hritik Sekhon,Current,BR013,1605446.94,25,108313.75,697388.6
ACC00000663,Irya Misra,Fixed Deposit,BR019,4173314.3,25,234835.99000000002,347390.56
ACC00000664,,Savings,BR003,143618.24,50,401259.58,595917.14
ACC00000665,,Fixed Deposit,BR013,3432433.95,25,115467.41,347668.6
ACC00000666,Jagdish Vohra,Fixed Deposit,BR010,148928.64,25,90175.61,559422.56
ACC00000667,Jalsa Naidu,Fixed Deposit,BR011,1594078.11,50,400972.85,857875.01
ACC00000668,Siddharth Sandal,Fixed Deposit,BR013,1193527.9,50,328266.07,1005757.9
ACC00000669,Siddharth Sandal,Savings,BR010,312180.43,25,60406.39000000001,501710.16
ACC00000670,Unni Patla,Current,BR015,1748846.56,25,131103.78,567059.14
ACC00000671,,Fixed Deposit,BR001,3790472.79,25,215019.38999999998,361965.67
ACC00000672,Eshana Wagle,Fixed Deposit,BR015,2338717.24,25,180164.24,494240.32999999996
ACC00000673,Eshana Wagle,Current,BR015,129373.4,25,17087.52,481133.81999999995
ACC00000674,Siddharth Johal,Fixed Deposit,BR009,4768485.15,10,49055.96,221035.68
ACC00000675,Ekta Chopra,Current,BR020,1296551.89,10,103377.43,119882.65
ACC00000676,Ekta Chopra,Savings,BR004,58635.44,50,212384.08000000002,783256.66
ACC00000677,Kavya Master,Current,BR003,707613.07,50,424831.59,824280.6799999999
ACC00000678,Kavya Master,Savings,BR017,333154.86,25,281248.11,435445.75
ACC00000679,Ekani Talwar,Fixed Deposit,BR018,3671483.58,50,589483.46,883668.74
ACC00000680,Xalak Chawla,Current,BR008,1130326.58,25,36687.62,383959.63
ACC00000681,,Current,BR001,802551.23,50,207014.23,899998.6900000001
ACC00000682,,Fixed Deposit,BR002,1534231.44,50,441044.56999999995,905773.94
ACC00000683,,Fixed Deposit,BR003,1605197.84,50,679758.5800000001,694000.67
ACC00000684,Bhavika Dhawan,Current,BR011,438358.14,10,16184.869999999999,133548.16
ACC00000685,Teerth Ganesan,Current,BR007,1508723.91,25,370253.29000000004,509286.69
ACC00000686,,Current,BR016,156921.34,10,174654.68,92558.76000000001
ACC00000687,,Fixed Deposit,BR017,65175.38,25,43757.869999999995,638894.22
ACC00000688,,Current,BR001,659095.92,10,206203.53999999998,153330.3
ACC00000689,,Savings,BR012,430736.56,25,164360.84999999998,265147.2
ACC00000690,,Current,BR017,1630167.11,10,36091.55,279733.04
ACC00000691,,Fixed Deposit,BR017,3176407.13,10,7396.23,243497.48
ACC00000693,Jagvi Prashad,Savings,BR019,335404.52,10,37338.45,266841.31
ACC00000694,Jagvi Prashad,Fixed Deposit,BR017,1226517.69,50,620795.09,1108181.18
ACC00000695,,Savings,BR010,243627.15,25,484542.18,474416.41
ACC00000696,,Fixed Deposit,BR019,1628912.67,50,549991.5599999999,836785.48
ACC00000697,,Fixed Deposit,BR008,4024722.19,10,57872.03,81610.4
ACC00000698,,Savings,BR015,249375.6,50,697091.9,813637.14
ACC00000699,,Current,BR001,1963377.78,25,349076.94,385757.93
ACC00000700,Sara Chowdhury,Current,BR016,1354932.55,10,51470.909999999996,114037.06999999999
ACC00000702,Kamya Mittal,Current,BR020,1160766.99,10,98346.47,223753.66
ACC00000703,Saksham Sule,Savings,BR007,40024.75,25,294089.35,575127.64
ACC00000705,Shaurya Krishnan,Current,BR006,127269.21,50,630479.2,743100.06
ACC00000706,Janaki Raman,Fixed Deposit,BR009,1517800.45,10,138508.54,170534.08
ACC00000707,Fariq Kumar,Fixed Deposit,BR011,2886783.41,50,474568.95999999996,790064.23
ACC00000708,Tanish Bora,Savings,BR008,479993.79,25,271479.98,354562.12
ACC00000709,Ria Mahal,Current,BR020,865528.04,25,293554.5,383569.94
ACC00000710,Ria Mahal,Fixed Deposit,BR003,4596544.05,50,196375.81,998416.05
ACC00000711,Ria Mahal,Current,BR018,732291.25,50,430857.11,1072993.92
ACC00000712,Aarnav Kalita,Fixed Deposit,BR008,2770127.3,25,398975.64,447607.76
ACC00000713,Aarnav Kalita,Fixed Deposit,BR003,2718128.54,50,530090.64,691323.25
ACC00000714,,Savings,BR013,351631.72,25,255798.65,517483.24
ACC00000715,Aadhya Mukhopadhyay,Savings,BR013,79759.21,25,209858.62,373316.0
ACC00000716,Aarush Shere,Fixed Deposit,BR008,1097354.67,25,54933.17,401259.58
ACC00000717,Ojasvi Shukla,Fixed Deposit,BR016,1193970.71,25,234992.19,391460.2
ACC00000718,Ojasvi Shukla,Savings,BR002,111814.45,25,294775.85,571893.0599999999
ACC00000719,Ojasvi Shukla,Savings,BR016,229870.11,10,41290.01,164550.0
ACC00000720,,Current,BR010,484939.48,10,65201.380000000005,208062.35
ACC00000721,,Fixed Deposit,BR005,4761279.94,10,169922.87,87762.74
ACC00000722,Warda Srivastava,Current,BR019,1024663.89,25,385571.06,361641.79
ACC00000723,Warda Srivastava,Current,BR019,1988519.94,10,125694.06,175950.11000000002
ACC00000724,Warda Srivastava,Savings,BR019,433208.97,50,230443.72999999998,731318.03
ACC00000725,,Savings,BR004,324753.3,50,728896.34,531939.46
ACC00000726,,Fixed Deposit,BR008,3733259.91,25,330571.83,340565.78
ACC00000727,Reyansh Swamy,Savings,BR019,456726.14,25,89790.01,434838.44
ACC00000729,Reyansh Swamy,Savings,BR005,184527.92,25,89563.37,464151.66
ACC00000730,,Savings,BR003,156502.15,25,116191.62999999999,421897.07999999996
ACC00000731,,Current,BR018,1415015.38,50,262532.46,535050.4
ACC00000732,Theodore Deep,Fixed Deposit,BR020,591494.83,25,121795.49,333673.91
ACC00000733,,Current,BR017,1700251.2,50,636700.03,708835.01
ACC00000734,Maya Batra,Savings,BR014,377604.2,10,93110.87,106286.65
ACC00000735,Maya Batra,Savings,BR019,412768.01,25,405495.3,347288.13
ACC00000736,Meera Pai,Savings,BR006,403589.78,25,409686.07,434607.21
ACC00000738,,Fixed Deposit,BR018,4753604.17,25,264026.45,364170.17
ACC00000739,,Fixed Deposit,BR013,4943866.98,10,128300.72,120858.1
